16
0,0,0,0
1,2,3,5
2,5,8,12
3,3,25,19
4,2,14,13
5,28,7,13
6,31,12,18
7,12,3,9
8,7,18,25
9,14,24,30
10,31,28,8
11,16,13,3
12,10,11,14
13,19,20,23
14,25,27,29
15,31,31,31
